Product Type,Color,Size,Price,ID,Gender,Available Number,Description,Availability,quarterly_sold,monthly_sold
trousers,Maroon,M,130,3816,Non-binary,45,This is a m sized maroon trousers for non-binary,Available,68,3
trousers,Puce,XS,124,9909,Agender,33,This is a xs sized puce trousers for agender,Available,100,6
trousers,Maroon,S,130,361,Agender,20,This is a s sized maroon trousers for agender,Available,35,3
trousers,Pink,2XL,124,3593,Genderfluid,2,This is a 2xl sized pink trousers for genderfluid,Available,66,23
jackets,Red,3XL,107,1238,Agender,20,This is a 3xl sized red jackets for agender,Available,71,27
shirts,Aquamarine,XL,114,3224,Polygender,8,This is a xl sized aquamarine shirts for polygender,Available,56,15
shirts,Turquoise,3XL,111,4503,Non-binary,5,This is a 3xl sized turquoise shirts for non-binary,Available,22,7
shirts,Orange,2XL,102,2383,Genderfluid,20,This is a 2xl sized orange shirts for genderfluid,Available,28,20
shirts,Aquamarine,S,114,330,Female,22,This is a s sized aquamarine shirts for female,Available,81,1
shirts,Green,2XL,99,2333,Bigender,10,This is a 2xl sized green shirts for bigender,Available,100,13
trousers,Indigo,L,130,9824,Polygender,39,This is a l sized indigo trousers for polygender,Available,81,12
shirts,Red,L,93,2288,Male,24,This is a l sized red shirts for male,Available,27,33
shirts,Crimson,M,105,2661,Agender,8,This is a m sized crimson shirts for agender,Available,78,34
trousers,Green,S,127,2358,Male,21,This is a s sized green trousers for male,Available,24,25
jackets,Goldenrod,XS,125,2453,Genderfluid,4,This is a xs sized goldenrod jackets for genderfluid,Available,68,18
jackets,Yellow,XL,116,3481,Bigender,5,This is a xl sized yellow jackets for bigender,Available,13,17
jackets,Puce,XL,110,4331,Non-binary,20,This is a xl sized puce jackets for non-binary,Available,37,15
shirts,Turquoise,L,111,9069,Polygender,7,This is a l sized turquoise shirts for polygender,Available,2,16
jackets,Khaki,XS,113,9439,Genderfluid,40,This is a xs sized khaki jackets for genderfluid,Available,56,2
shirts,Goldenrod,2XL,111,3004,Polygender,46,This is a 2xl sized goldenrod shirts for polygender,Available,95,17
shirts,Puce,2XL,96,6497,Genderfluid,39,This is a 2xl sized puce shirts for genderfluid,Available,70,21
trousers,Aquamarine,L,142,6531,Genderqueer,16,This is a l sized aquamarine trousers for genderqueer,Available,81,2
trousers,Maroon,2XL,130,4560,Bigender,32,This is a 2xl sized maroon trousers for bigender,Available,26,24
jackets,Khaki,XS,113,9361,Non-binary,47,This is a xs sized khaki jackets for non-binary,Available,50,9
shirts,Orange,XS,102,5532,Genderfluid,36,This is a xs sized orange shirts for genderfluid,Available,38,15
jackets,Orange,XS,116,2698,Polygender,34,This is a xs sized orange jackets for polygender,Available,63,9
jackets,Aquamarine,3XL,128,4393,Female,32,This is a 3xl sized aquamarine jackets for female,Available,69,3
trousers,Red,L,121,8750,Female,44,This is a l sized red trousers for female,Available,100,33
shirts,Indigo,3XL,102,9997,Female,35,This is a 3xl sized indigo shirts for female,Available,79,23
shirts,Turquoise,2XL,111,8026,Female,10,This is a 2xl sized turquoise shirts for female,Available,26,13
shirts,Yellow,L,102,3174,Polygender,1,This is a l sized yellow shirts for polygender,Available,61,35
jackets,Green,S,113,4949,Female,29,This is a s sized green jackets for female,Available,59,15
shirts,Maroon,L,102,2850,Non-binary,31,This is a l sized maroon shirts for non-binary,Available,90,34
jackets,Purple,XL,116,7627,Female,39,This is a xl sized purple jackets for female,Available,74,7
trousers,Red,M,121,9996,Female,31,This is a m sized red trousers for female,Available,98,16
shirts,Mauv,L,96,5344,Bigender,29,This is a l sized mauv shirts for bigender,Available,15,28
trousers,Green,M,127,5579,Female,34,This is a m sized green trousers for female,Available,39,22
jackets,Red,M,107,7231,Male,2,This is a m sized red jackets for male,Available,31,35
shirts,Fuscia,XL,102,4063,Female,50,This is a xl sized fuscia shirts for female,Available,50,21
shirts,Turquoise,M,111,4494,Male,21,This is a m sized turquoise shirts for male,Available,3,20
shirts,Blue,2XL,96,3978,Agender,43,This is a 2xl sized blue shirts for agender,Available,31,25
trousers,Mauv,XL,124,7315,Male,44,This is a xl sized mauv trousers for male,Available,74,6
jackets,Violet,L,116,3094,Male,19,This is a l sized violet jackets for male,Available,78,33
shirts,Purple,XL,102,1930,Genderfluid,47,This is a xl sized purple shirts for genderfluid,Available,68,20
jackets,Yellow,2XL,116,7447,Polygender,31,This is a 2xl sized yellow jackets for polygender,Available,97,4
trousers,Maroon,L,130,6833,Female,20,This is a l sized maroon trousers for female,Available,87,21
shirts,Indigo,M,102,528,Genderqueer,18,This is a m sized indigo shirts for genderqueer,Available,65,35
trousers,Purple,3XL,130,3639,Male,10,This is a 3xl sized purple trousers for male,Available,82,22
shirts,Yellow,S,102,7677,Bigender,48,This is a s sized yellow shirts for bigender,Available,26,27
jackets,Fuscia,L,116,3296,Polygender,32,This is a l sized fuscia jackets for polygender,Available,33,29
jackets,Red,M,107,1443,Bigender,18,This is a m sized red jackets for bigender,Available,100,33
jackets,Violet,S,116,1350,Male,44,This is a s sized violet jackets for male,Available,95,21
jackets,Crimson,2XL,119,2904,Male,40,This is a 2xl sized crimson jackets for male,Available,49,19
shirts,Crimson,S,105,2409,Genderfluid,7,This is a s sized crimson shirts for genderfluid,Available,34,17
trousers,Crimson,XL,133,9862,Polygender,34,This is a xl sized crimson trousers for polygender,Available,43,30
shirts,Pink,L,96,7361,Male,14,This is a l sized pink shirts for male,Available,6,32
trousers,Blue,XS,124,6630,Agender,20,This is a xs sized blue trousers for agender,Available,60,13
trousers,Aquamarine,S,142,3391,Polygender,26,This is a s sized aquamarine trousers for polygender,Available,10,3
trousers,Goldenrod,M,139,438,Non-binary,4,This is a m sized goldenrod trousers for non-binary,Available,90,24
shirts,Puce,M,96,8186,Male,23,This is a m sized puce shirts for male,Available,16,2
jackets,Purple,2XL,116,8826,Non-binary,41,This is a 2xl sized purple jackets for non-binary,Available,28,30
trousers,Green,L,127,6372,Non-binary,2,This is a l sized green trousers for non-binary,Available,63,26
jackets,Blue,3XL,110,9067,Agender,27,This is a 3xl sized blue jackets for agender,Available,95,4
jackets,Turquoise,XL,125,5856,Female,35,This is a xl sized turquoise jackets for female,Available,83,2
jackets,Turquoise,S,125,313,Bigender,39,This is a s sized turquoise jackets for bigender,Available,74,1
jackets,Violet,XS,116,1802,Female,45,This is a xs sized violet jackets for female,Available,71,13
trousers,Fuscia,M,130,7153,Non-binary,39,This is a m sized fuscia trousers for non-binary,Available,21,11
trousers,Fuscia,M,130,5845,Non-binary,21,This is a m sized fuscia trousers for non-binary,Available,53,11
jackets,Fuscia,2XL,116,1947,Polygender,7,This is a 2xl sized fuscia jackets for polygender,Available,4,5
jackets,Blue,S,110,1636,Male,32,This is a s sized blue jackets for male,Available,46,27
jackets,Green,S,113,1554,Non-binary,14,This is a s sized green jackets for non-binary,Available,68,29
trousers,Crimson,L,133,6964,Male,48,This is a l sized crimson trousers for male,Available,56,16
trousers,Green,L,127,7320,Genderfluid,26,This is a l sized green trousers for genderfluid,Available,87,10
jackets,Khaki,S,113,5428,Polygender,45,This is a s sized khaki jackets for polygender,Available,62,4
jackets,Fuscia,M,116,8918,Non-binary,6,This is a m sized fuscia jackets for non-binary,Available,48,25
jackets,Indigo,L,116,3122,Female,40,This is a l sized indigo jackets for female,Available,73,29
jackets,Crimson,XL,119,1790,Agender,14,This is a xl sized crimson jackets for agender,Available,40,25
jackets,Indigo,XS,116,9766,Agender,31,This is a xs sized indigo jackets for agender,Available,1,3
shirts,Aquamarine,XS,114,7914,Male,33,This is a xs sized aquamarine shirts for male,Available,99,15
trousers,Goldenrod,XS,139,256,Agender,28,This is a xs sized goldenrod trousers for agender,Available,74,8
trousers,Purple,L,130,3670,Bigender,45,This is a l sized purple trousers for bigender,Available,60,18
trousers,Teal,2XL,124,8198,Agender,9,This is a 2xl sized teal trousers for agender,Available,71,22
trousers,Mauv,XL,124,7588,Polygender,13,This is a xl sized mauv trousers for polygender,Available,65,35
shirts,Aquamarine,M,114,1854,Agender,22,This is a m sized aquamarine shirts for agender,Available,23,12
jackets,Orange,3XL,116,1168,Male,11,This is a 3xl sized orange jackets for male,Available,47,23
jackets,Fuscia,S,116,1916,Bigender,19,This is a s sized fuscia jackets for bigender,Available,93,18
shirts,Puce,XL,96,8393,Non-binary,28,This is a xl sized puce shirts for non-binary,Available,93,28
trousers,Yellow,L,130,5742,Agender,10,This is a l sized yellow trousers for agender,Available,39,30
jackets,Crimson,S,119,5177,Male,40,This is a s sized crimson jackets for male,Available,13,18
trousers,Orange,M,130,559,Male,12,This is a m sized orange trousers for male,Available,19,6
jackets,Blue,XS,110,3801,Female,23,This is a xs sized blue jackets for female,Available,34,2
trousers,Turquoise,3XL,139,8327,Bigender,45,This is a 3xl sized turquoise trousers for bigender,Available,15,19
jackets,Pink,XS,110,3301,Genderfluid,30,This is a xs sized pink jackets for genderfluid,Available,51,34
shirts,Yellow,3XL,102,7225,Polygender,10,This is a 3xl sized yellow shirts for polygender,Available,53,21
jackets,Red,S,107,9513,Polygender,19,This is a s sized red jackets for polygender,Available,50,34
jackets,Fuscia,XS,116,3474,Bigender,32,This is a xs sized fuscia jackets for bigender,Available,4,21
shirts,Purple,XS,102,6303,Non-binary,15,This is a xs sized purple shirts for non-binary,Available,86,22
jackets,Indigo,XL,116,3808,Female,49,This is a xl sized indigo jackets for female,Available,89,28
trousers,Violet,S,130,9791,Genderfluid,29,This is a s sized violet trousers for genderfluid,Available,91,9
shirts,Crimson,3XL,105,7522,Agender,39,This is a 3xl sized crimson shirts for agender,Available,92,11
trousers,Purple,XL,130,8523,Agender,11,This is a xl sized purple trousers for agender,Available,29,10
shirts,Orange,XS,102,8554,Agender,33,This is a xs sized orange shirts for agender,Available,9,9
shirts,Aquamarine,2XL,114,7141,Non-binary,29,This is a 2xl sized aquamarine shirts for non-binary,Available,76,7
shirts,Puce,M,96,1664,Female,7,This is a m sized puce shirts for female,Available,86,26
jackets,Pink,M,110,4942,Agender,20,This is a m sized pink jackets for agender,Available,88,10
jackets,Orange,M,116,6843,Agender,11,This is a m sized orange jackets for agender,Available,87,13
trousers,Khaki,2XL,127,2205,Polygender,49,This is a 2xl sized khaki trousers for polygender,Available,25,20
trousers,Indigo,XL,130,2492,Non-binary,42,This is a xl sized indigo trousers for non-binary,Available,32,13
shirts,Orange,2XL,102,3524,Male,9,This is a 2xl sized orange shirts for male,Available,26,2
jackets,Purple,2XL,116,6182,Genderqueer,39,This is a 2xl sized purple jackets for genderqueer,Available,11,15
shirts,Fuscia,3XL,102,3870,Non-binary,41,This is a 3xl sized fuscia shirts for non-binary,Available,17,33
jackets,Green,M,113,6324,Female,39,This is a m sized green jackets for female,Available,88,1
trousers,Maroon,3XL,130,2842,Female,40,This is a 3xl sized maroon trousers for female,Available,50,9
shirts,Puce,L,96,9065,Polygender,29,This is a l sized puce shirts for polygender,Available,84,17
jackets,Turquoise,M,125,4122,Non-binary,23,This is a m sized turquoise jackets for non-binary,Available,61,12
trousers,Goldenrod,XS,139,1655,Genderfluid,41,This is a xs sized goldenrod trousers for genderfluid,Available,12,21
trousers,Teal,M,124,2008,Agender,39,This is a m sized teal trousers for agender,Available,45,11
trousers,Pink,S,124,7334,Genderfluid,2,This is a s sized pink trousers for genderfluid,Available,85,30
jackets,Mauv,2XL,110,9969,Female,25,This is a 2xl sized mauv jackets for female,Available,14,24
shirts,Green,M,99,856,Genderfluid,4,This is a m sized green shirts for genderfluid,Available,45,33
shirts,Purple,S,102,6683,Male,1,This is a s sized purple shirts for male,Available,33,7
trousers,Purple,M,130,1026,Genderqueer,31,This is a m sized purple trousers for genderqueer,Available,48,9
jackets,Indigo,2XL,116,6054,Non-binary,40,This is a 2xl sized indigo jackets for non-binary,Available,41,20
jackets,Purple,S,116,4015,Bigender,25,This is a s sized purple jackets for bigender,Available,7,17
jackets,Khaki,XS,113,9645,Bigender,35,This is a xs sized khaki jackets for bigender,Available,86,4
shirts,Crimson,3XL,105,3218,Agender,13,This is a 3xl sized crimson shirts for agender,Available,76,5
shirts,Mauv,3XL,96,8152,Genderqueer,42,This is a 3xl sized mauv shirts for genderqueer,Available,82,33
jackets,Pink,L,110,4401,Genderqueer,28,This is a l sized pink jackets for genderqueer,Available,1,17
shirts,Maroon,L,102,5448,Genderfluid,22,This is a l sized maroon shirts for genderfluid,Available,48,16
trousers,Violet,L,130,110,Male,45,This is a l sized violet trousers for male,Available,21,35
shirts,Mauv,XS,96,9303,Agender,12,This is a xs sized mauv shirts for agender,Available,39,9
shirts,Violet,2XL,102,8194,Male,5,This is a 2xl sized violet shirts for male,Available,71,2
jackets,Green,XL,113,8041,Female,46,This is a xl sized green jackets for female,Available,65,23
shirts,Blue,2XL,96,8730,Male,49,This is a 2xl sized blue shirts for male,Available,83,21
jackets,Khaki,XL,113,8446,Non-binary,30,This is a xl sized khaki jackets for non-binary,Available,78,31
jackets,Crimson,S,119,5677,Genderqueer,42,This is a s sized crimson jackets for genderqueer,Available,68,3
jackets,Red,XS,107,7493,Bigender,40,This is a xs sized red jackets for bigender,Available,45,28
